,name,imageUrl,category,matchesPlayed,matchesWon,matchesLost,matchesWinPct,roundsPlayed,roundsWon,roundsLost,roundsWinPct,kills,killsPerRound,killsPerMatch,deaths,deathsPerRound,deathsPerMatch,kDRatio,secondaryKills,secondaryKillsPerRound,secondaryKillsPerMatch,headshots,headshotsPerRound,headshotsPerMatch,headshotsPercentage,damage,damagePerMatch,damagePerRound,damageReceived,firstBloods,firstBloodsPerMatch,dealtHeadshots,dealtBodyshots,dealtLegshots,receivedHeadshots,receivedBodyshots,receivedLegshots,mostKillsInMatch,mostKillsInRound,killDistance,avgKillDistance,longestKillDistance
0,Ghost,https://titles.trackercdn.com/valorant-api/weapons/1baa85b4-4c70-1284-64bb-6481dfc3bb4e/displayicon.png,Sidearms,"{'rank': None, 'percentile': None, 'displayName': 'Matches', 'displayCategory': 'Game', 'category': 'game', 'metadata': {}, 'value': 113, 'displayValue': '113', 'displayType': 'Number'}","{'rank': None, 'percentile': None, 'displayName': 'Wins', 'displayCategory': 'Game', 'category': 'game', 'metadata': {}, 'value': 65, 'displayValue': '65', 'displayType': 'Number'}","{'rank': None, 'percentile': None, 'displayName': 'Losses', 'displayCategory': 'Game', 'category': 'game', 'metadata': {}, 'value': 48, 'displayValue': '48', 'displayType': 'Number'}","{'rank': None, 'percentile': None, 'displayName': 'Win %', 'displayCategory': 'Game', 'category': 'game', 'metadata': {}, 'value': 57.52, 'displayValue': '57.5%', 'displayType': 'NumberPercentage'}","{'rank': None, 'percentile': None, 'displayName': 'Rounds Played', 'displayCategory': 'Game', 'category': 'game', 'metadata': {}, 'value': 193, 'displayValue': '193', 'displayType': 'Number'}","{'rank': None, 'percentile': None, 'displayName': 'Rounds Won', 'displayCategory': 'Game', 'category': 'game', 'metadata': {}, 'value': 104, 'displayValue': '104', 'displayType': 'Number'}","{'rank': None, 'percentile': None, 'displayName': 'Rounds Lost', 'displayCategory': 'Game', 'category': 'game', 'metadata': {}, 'value': 89, 'displayValue': '89', 'displayType': 'Number'}","{'rank': None, 'percentile': None, 'displayName': 'Win %', 'displayCategory': 'Game', 'category': 'game', 'metadata': {}, 'value': 53.89, 'displayValue': '53.9%', 'displayType': 'NumberPercentage'}","{'rank': None, 'percentile': None, 'displayName': 'Kills', 'displayCategory': 'Combat', 'category': 'combat', 'metadata': {}, 'value': 132, 'displayValue': '132', 'displayType': 'Number'}","{'rank': None, 'percentile': None, 'displayName': 'Kills/Round', 'displayCategory': 'Combat', 'category': 'combat', 'metadata': {}, 'value': 0.68, 'displayValue': '0.7', 'displayType': 'NumberPrecision1'}","{'rank': None, 'percentile': None, 'displayName': 'Kills/Match', 'displayCategory': 'Combat', 'category': 'combat', 'metadata': {}, 'value': 1.17, 'displayValue': '1.2', 'displayType': 'NumberPrecision1'}","{'rank': None, 'percentile': None, 'displayName': 'Died By', 'displayCategory': 'Combat', 'category': 'combat', 'metadata': {}, 'value': 206, 'displayValue': '206', 'displayType': 'Number'}","{'rank': None, 'percentile': None, 'displayName': 'Died By/Round', 'displayCategory': 'Combat', 'category': 'combat', 'metadata': {}, 'value': 1.07, 'displayValue': '1.1', 'displayType': 'NumberPrecision1'}","{'rank': None, 'percentile': None, 'displayName': 'Died By/Match', 'displayCategory': 'Combat', 'category': 'combat', 'metadata': {}, 'value': 1.82, 'displayValue': '1.8', 'displayType': 'NumberPrecision1'}","{'rank': None, 'percentile': None, 'displayName': 'K/D Ratio', 'displayCategory': 'Combat', 'category': 'combat', 'metadata': {}, 'value': 0.64, 'displayValue': '0.6', 'displayType': 'NumberPrecision1'}","{'rank': None, 'percentile': None, 'displayName': 'kills', 'displayCategory': 'Combat', 'category': 'combat', 'metadata': {}, 'value': 0, 'displayValue': '0', 'displayType': 'Number'}","{'rank': None, 'percentile': None, 'displayName': 'Kills/Round', 'displayCategory': 'Combat', 'category': 'combat', 'metadata': {}, 'value': 0.0, 'displayValue': '0.0', 'displayType': 'NumberPrecision1'}","{'rank': None, 'percentile': None, 'displayName': 'Kills/Match', 'displayCategory': 'Combat', 'category': 'combat', 'metadata': {}, 'value': 0.0, 'displayValue': '0.0', 'displayType': 'NumberPrecision1'}","{'rank': None, 'percentile': None, 'displayName': 'Headshots', 'displayCategory': 'Combat', 'category': 'combat', 'metadata': {}, 'value': 58, 'displayValue': '58', 'displayType': 'Number'}","{'rank': None, 'percentile': None, 'displayName': 'Headshots/Round', 'displayCategory': 'Combat', 'category': 'combat', 'metadata': {}, 'value': 0.3, 'displayValue': '0.3', 'displayType': 'NumberPrecision1'}","{'rank': None, 'percentile': None, 'displayName': 'Headshots/Match', 'displayCategory': 'Combat', 'category': 'combat', 'metadata': {}, 'value': 0.51, 'displayValue': '0.5', 'displayType': 'NumberPrecision1'}","{'rank': None, 'percentile': None, 'displayName': 'Headshot%', 'displayCategory': 'Combat', 'category': 'combat', 'metadata': {}, 'value': 16.397849462365592, 'displayValue': '16.4%', 'displayType': 'NumberPercentage'}","{'rank': None, 'percentile': None, 'displayName': 'Damage', 'displayCategory': 'Combat', 'category': 'combat', 'metadata': {}, 'value': 15479, 'displayValue': '15,479', 'displayType': 'Number'}","{'rank': None, 'percentile': None, 'displayName': 'Damage/Match', 'displayCategory': 'Combat', 'category': 'combat', 'metadata': {}, 'value': 136.98, 'displayValue': '137.0', 'displayType': 'NumberPrecision1'}","{'rank': None, 'percentile': None, 'displayName': 'Damage/Round', 'displayCategory': 'Combat', 'category': 'combat', 'metadata': {}, 'value': 80.2, 'displayValue': '80.2', 'displayType': 'NumberPrecision1'}","{'rank': None, 'percentile': None, 'displayName': 'Damaged Received', 'displayCategory': 'Combat', 'category': 'combat', 'metadata': {}, 'value': 22457, 'displayValue': '22,457', 'displayType': 'Number'}","{'rank': None, 'percentile': None, 'displayName': 'First Bloods', 'displayCategory': 'Combat', 'category': 'combat', 'metadata': {}, 'value': 37, 'displayValue': '37', 'displayType': 'Number'}","{'rank': None, 'percentile': None, 'displayName': 'First Bloods/Match', 'displayCategory': 'Combat', 'category': 'combat', 'metadata': {}, 'value': 0.33, 'displayValue': '0.3', 'displayType': 'NumberPrecision1'}","{'rank': None, 'percentile': None, 'displayName': 'Dealt Headshots', 'displayCategory': 'Combat', 'category': 'combat', 'metadata': {}, 'value': 61, 'displayValue': '61', 'displayType': 'Number'}","{'rank': None, 'percentile': None, 'displayName': 'Dealt Bodyshots', 'displayCategory': 'Combat', 'category': 'combat', 'metadata': {}, 'value': 282, 'displayValue': '282', 'displayType': 'Number'}","{'rank': None, 'percentile': None, 'displayName': 'Dealt Legshots', 'displayCategory': 'Combat', 'category': 'combat', 'metadata': {}, 'value': 29, 'displayValue': '29', 'displayType': 'Number'}","{'rank': None, 'percentile': None, 'displayName': 'Received Headshots', 'displayCategory': 'Combat', 'category': 'combat', 'metadata': {}, 'value': 109, 'displayValue': '109', 'displayType': 'Number'}","{'rank': None, 'percentile': None, 'displayName': 'Received Bodyshots', 'displayCategory': 'Combat', 'category': 'combat', 'metadata': {}, 'value': 366, 'displayValue': '366', 'displayType': 'Number'}","{'rank': None, 'percentile': None, 'displayName': 'Received Legshots', 'displayCategory': 'Combat', 'category': 'combat', 'metadata': {}, 'value': 51, 'displayValue': '51', 'displayType': 'Number'}","{'rank': None, 'percentile': None, 'displayName': 'Most Kills (Match)', 'displayCategory': 'Combat', 'category': 'combat', 'metadata': {}, 'value': 7, 'displayValue': '7', 'displayType': 'Number'}","{'rank': None, 'percentile': None, 'displayName': 'Most Kills (Round)', 'displayCategory': 'Combat', 'category': 'combat', 'metadata': {}, 'value': 4, 'displayValue': '4', 'displayType': 'Number'}","{'rank': None, 'percentile': None, 'displayName': 'Kill Distance', 'displayCategory': 'Combat', 'category': 'combat', 'metadata': {}, 'value': 204517, 'displayValue': '204,517', 'displayType': 'Number'}","{'rank': None, 'percentile': None, 'displayName': 'Avg. Kill Distance', 'displayCategory': 'Combat', 'category': 'combat', 'metadata': {}, 'value': 1549.37, 'displayValue': '1,549', 'displayType': 'Number'}","{'rank': None, 'percentile': None, 'displayName': 'Longest Kill Distance', 'displayCategory': 'Combat', 'category': 'combat', 'metadata': {}, 'value': 4023, 'displayValue': '4,023', 'displayType': 'Number'}"
1,Classic,https://titles.trackercdn.com/valorant-api/weapons/29a0cfab-485b-f5d5-779a-b59f85e204a8/displayicon.png,Sidearms,"{'rank': None, 'percentile': None, 'displayName': 'Matches', 'displayCategory': 'Game', 'category': 'game', 'metadata': {}, 'value': 180, 'displayValue': '180', 'displayType': 'Number'}","{'rank': None, 'percentile': None, 'displayName': 'Wins', 'displayCategory': 'Game', 'category': 'game', 'metadata': {}, 'value': 94, 'displayValue': '94', 'displayType': 'Number'}","{'rank': None, 'percentile': None, 'displayName': 'Losses', 'displayCategory': 'Game', 'category': 'game', 'metadata': {}, 'value': 86, 'displayValue': '86', 'displayType': 'Number'}","{'rank': None, 'percentile': None, 'displayName': 'Win %', 'displayCategory': 'Game', 'category': 'game', 'metadata': {}, 'value': 52.22, 'displayValue': '52.2%', 'displayType': 'NumberPercentage'}","{'rank': None, 'percentile': None, 'displayName': 'Rounds Played', 'displayCategory': 'Game', 'category': 'game', 'metadata': {}, 'value': 526, 'displayValue': '526', 'displayType': 'Number'}","{'rank': None, 'percentile': None, 'displayName': 'Rounds Won', 'displayCategory': 'Game', 'category': 'game', 'metadata': {}, 'value': 218, 'displayValue': '218', 'displayType': 'Number'}","{'rank': None, 'percentile': None, 'displayName': 'Rounds Lost', 'displayCategory': 'Game', 'category': 'game', 'metadata': {}, 'value': 308, 'displayValue': '308', 'displayType': 'Number'}","{'rank': None, 'percentile': None, 'displayName': 'Win %', 'displayCategory': 'Game', 'category': 'game', 'metadata': {}, 'value': 41.44, 'displayValue': '41.4%', 'displayType': 'NumberPercentage'}","{'rank': None, 'percentile': None, 'displayName': 'Kills', 'displayCategory': 'Combat', 'category': 'combat', 'metadata': {}, 'value': 190, 'displayValue': '190', 'displayType': 'Number'}","{'rank': None, 'percentile': None, 'displayName': 'Kills/Round', 'displayCategory': 'Combat', 'category': 'combat', 'metadata': {}, 'value': 0.36, 'displayValue': '0.4', 'displayType': 'NumberPrecision1'}","{'rank': None, 'percentile': None, 'displayName': 'Kills/Match', 'displayCategory': 'Combat', 'category': 'combat', 'metadata': {}, 'value': 1.06, 'displayValue': '1.1', 'displayType': 'NumberPrecision1'}","{'rank': None, 'percentile': None, 'displayName': 'Died By', 'displayCategory': 'Combat', 'category': 'combat', 'metadata': {}, 'value': 124, 'displayValue': '124', 'displayType': 'Number'}","{'rank': None, 'percentile': None, 'displayName': 'Died By/Round', 'displayCategory': 'Combat', 'category': 'combat', 'metadata': {}, 'value': 0.24, 'displayValue': '0.2', 'displayType': 'NumberPrecision1'}","{'rank': None, 'percentile': None, 'displayName': 'Died By/Match', 'displayCategory': 'Combat', 'category': 'combat', 'metadata': {}, 'value': 0.69, 'displayValue': '0.7', 'displayType': 'NumberPrecision1'}","{'rank': None, 'percentile': None, 'displayName': 'K/D Ratio', 'displayCategory': 'Combat', 'category': 'combat', 'metadata': {}, 'value': 1.53, 'displayValue': '1.5', 'displayType': 'NumberPrecision1'}","{'rank': None, 'percentile': None, 'displayName': 'kills', 'displayCategory': 'Combat', 'category': 'combat', 'metadata': {}, 'value': 21, 'displayValue': '21', 'displayType': 'Number'}","{'rank': None, 'percentile': None, 'displayName': 'Kills/Round', 'displayCategory': 'Combat', 'category': 'combat', 'metadata': {}, 'value': 0.04, 'displayValue': '0.0', 'displayType': 'NumberPrecision1'}","{'rank': None, 'percentile': None, 'displayName': 'Kills/Match', 'displayCategory': 'Combat', 'category': 'combat', 'metadata': {}, 'value': 0.12, 'displayValue': '0.1', 'displayType': 'NumberPrecision1'}","{'rank': None, 'percentile': None, 'displayName': 'Headshots', 'displayCategory': 'Combat', 'category': 'combat', 'metadata': {}, 'value': 68, 'displayValue': '68', 'displayType': 'Number'}","{'rank': None, 'percentile': None, 'displayName': 'Headshots/Round', 'displayCategory': 'Combat', 'category': 'combat', 'metadata': {}, 'value': 0.13, 'displayValue': '0.1', 'displayType': 'NumberPrecision1'}","{'rank': None, 'percentile': None, 'displayName': 'Headshots/Match', 'displayCategory': 'Combat', 'category': 'combat', 'metadata': {}, 'value': 0.38, 'displayValue': '0.4', 'displayType': 'NumberPrecision1'}","{'rank': None, 'percentile': None, 'displayName': 'Headshot%', 'displayCategory': 'Combat', 'category': 'combat', 'metadata': {}, 'value': 13.381555153707053, 'displayValue': '13.4%', 'displayType': 'NumberPercentage'}","{'rank': None, 'percentile': None, 'displayName': 'Damage', 'displayCategory': 'Combat', 'category': 'combat', 'metadata': {}, 'value': 17870, 'displayValue': '17,870', 'displayType': 'Number'}","{'rank': None, 'percentile': None, 'displayName': 'Damage/Match', 'displayCategory': 'Combat', 'category': 'combat', 'metadata': {}, 'value': 99.28, 'displayValue': '99.3', 'displayType': 'NumberPrecision1'}","{'rank': None, 'percentile': None, 'displayName': 'Damage/Round', 'displayCategory': 'Combat', 'category': 'combat', 'metadata': {}, 'value': 33.97, 'displayValue': '34.0', 'displayType': 'NumberPrecision1'}","{'rank': None, 'percentile': None, 'displayName': 'Damaged Received', 'displayCategory': 'Combat', 'category': 'combat', 'metadata': {}, 'value': 11394, 'displayValue': '11,394', 'displayType': 'Number'}","{'rank': None, 'percentile': None, 'displayName': 'First Bloods', 'displayCategory': 'Combat', 'category': 'combat', 'metadata': {}, 'value': 60, 'displayValue': '60', 'displayType': 'Number'}","{'rank': None, 'percentile': None, 'displayName': 'First Bloods/Match', 'displayCategory': 'Combat', 'category': 'combat', 'metadata': {}, 'value': 0.33, 'displayValue': '0.3', 'displayType': 'NumberPrecision1'}","{'rank': None, 'percentile': None, 'displayName': 'Dealt Headshots', 'displayCategory': 'Combat', 'category': 'combat', 'metadata': {}, 'value': 74, 'displayValue': '74', 'displayType': 'Number'}","{'rank': None, 'percentile': None, 'displayName': 'Dealt Bodyshots', 'displayCategory': 'Combat', 'category': 'combat', 'metadata': {}, 'value': 436, 'displayValue': '436', 'displayType': 'Number'}","{'rank': None, 'percentile': None, 'displayName': 'Dealt Legshots', 'displayCategory': 'Combat', 'category': 'combat', 'metadata': {}, 'value': 43, 'displayValue': '43', 'displayType': 'Number'}","{'rank': None, 'percentile': None, 'displayName': 'Received Headshots', 'displayCategory': 'Combat', 'category': 'combat', 'metadata': {}, 'value': 55, 'displayValue': '55', 'displayType': 'Number'}","{'rank': None, 'percentile': None, 'displayName': 'Received Bodyshots', 'displayCategory': 'Combat', 'category': 'combat', 'metadata': {}, 'value': 258, 'displayValue': '258', 'displayType': 'Number'}","{'rank': None, 'percentile': None, 'displayName': 'Received Legshots', 'displayCategory': 'Combat', 'category': 'combat', 'metadata': {}, 'value': 29, 'displayValue': '29', 'displayType': 'Number'}","{'rank': None, 'percentile': None, 'displayName': 'Most Kills (Match)', 'displayCategory': 'Combat', 'category': 'combat', 'metadata': {}, 'value': 5, 'displayValue': '5', 'displayType': 'Number'}","{'rank': None, 'percentile': None, 'displayName': 'Most Kills (Round)', 'displayCategory': 'Combat', 'category': 'combat', 'metadata': {}, 'value': 3, 'displayValue': '3', 'displayType': 'Number'}","{'rank': None, 'percentile': None, 'displayName': 'Kill Distance', 'displayCategory': 'Combat', 'category': 'combat', 'metadata': {}, 'value': 275712, 'displayValue': '275,712', 'displayType': 'Number'}","{'rank': None, 'percentile': None, 'displayName': 'Avg. Kill Distance', 'displayCategory': 'Combat', 'category': 'combat', 'metadata': {}, 'value': 1451.12, 'displayValue': '1,451', 'displayType': 'Number'}","{'rank': None, 'percentile': None, 'displayName': 'Longest Kill Distance', 'displayCategory': 'Combat', 'category': 'combat', 'metadata': {}, 'value': 4046, 'displayValue': '4,046', 'displayType': 'Number'}"
2,Melee,https://titles.trackercdn.com/valorant-api/weapons/2f59173c-4bed-b6c3-2191-dea9b58be9c7/displayicon.png,Melee,"{'rank': None, 'percentile': None, 'displayName': 'Matches', 'displayCategory': 'Game', 'category': 'game', 'metadata': {}, 'value': 4, 'displayValue': '4', 'displayType': 'Number'}","{'rank': None, 'percentile': None, 'displayName': 'Wins', 'displayCategory': 'Game', 'category': 'game', 'metadata': {}, 'value': 3, 'displayValue': '3', 'displayType': 'Number'}","{'rank': None, 'percentile': None, 'displayName': 'Losses', 'displayCategory': 'Game', 'category': 'game', 'metadata': {}, 'value': 1, 'displayValue': '1', 'displayType': 'Number'}","{'rank': None, 'percentile': None, 'displayName': 'Win %', 'displayCategory': 'Game', 'category': 'game', 'metadata': {}, 'value': 75.0, 'displayValue': '75.0%', 'displayType': 'NumberPercentage'}","{'rank': None, 'percentile': None, 'displayName': 'Rounds Played', 'displayCategory': 'Game', 'category': 'game', 'metadata': {}, 'value': 5, 'displayValue': '5', 'displayType': 'Number'}","{'rank': None, 'percentile': None, 'displayName': 'Rounds Won', 'displayCategory': 'Game', 'category': 'game', 'metadata': {}, 'value': 4, 'displayValue': '4', 'displayType': 'Number'}","{'rank': None, 'percentile': None, 'displayName': 'Rounds Lost', 'displayCategory': 'Game', 'category': 'game', 'metadata': {}, 'value': 1, 'displayValue': '1', 'displayType': 'Number'}","{'rank': None, 'percentile': None, 'displayName': 'Win %', 'displayCategory': 'Game', 'category': 'game', 'metadata': {}, 'value': 80.0, 'displayValue': '80.0%', 'displayType': 'NumberPercentage'}","{'rank': None, 'percentile': None, 'displayName': 'Kills', 'displayCategory': 'Combat', 'category': 'combat', 'metadata': {}, 'value': 5, 'displayValue': '5', 'displayType': 'Number'}","{'rank': None, 'percentile': None, 'displayName': 'Kills/Round', 'displayCategory': 'Combat', 'category': 'combat', 'metadata': {}, 'value': 1.0, 'displayValue': '1.0', 'displayType': 'NumberPrecision1'}","{'rank': None, 'percentile': None, 'displayName': 'Kills/Match', 'displayCategory': 'Combat', 'category': 'combat', 'metadata': {}, 'value': 1.25, 'displayValue': '1.2', 'displayType': 'NumberPrecision1'}","{'rank': None, 'percentile': None, 'displayName': 'Died By', 'displayCategory': 'Combat', 'category': 'combat', 'metadata': {}, 'value': 1, 'displayValue': '1', 'displayType': 'Number'}","{'rank': None, 'percentile': None, 'displayName': 'Died By/Round', 'displayCategory': 'Combat', 'category': 'combat', 'metadata': {}, 'value': 0.2, 'displayValue': '0.2', 'displayType': 'NumberPrecision1'}","{'rank': None, 'percentile': None, 'displayName': 'Died By/Match', 'displayCategory': 'Combat', 'category': 'combat', 'metadata': {}, 'value': 0.25, 'displayValue': '0.2', 'displayType': 'NumberPrecision1'}","{'rank': None, 'percentile': None, 'displayName': 'K/D Ratio', 'displayCategory': 'Combat', 'category': 'combat', 'metadata': {}, 'value': 5.0, 'displayValue': '5.0', 'displayType': 'NumberPrecision1'}","{'rank': None, 'percentile': None, 'displayName': 'kills', 'displayCategory': 'Combat', 'category': 'combat', 'metadata': {}, 'value': 0, 'displayValue': '0', 'displayType': 'Number'}","{'rank': None, 'percentile': None, 'displayName': 'Kills/Round', 'displayCategory': 'Combat', 'category': 'combat', 'metadata': {}, 'value': 0.0, 'displayValue': '0.0', 'displayType': 'NumberPrecision1'}","{'rank': None, 'percentile': None, 'displayName': 'Kills/Match', 'displayCategory': 'Combat', 'category': 'combat', 'metadata': {}, 'value': 0.0, 'displayValue': '0.0', 'displayType': 'NumberPrecision1'}","{'rank': None, 'percentile': None, 'displayName': 'Headshots', 'displayCategory': 'Combat', 'category': 'combat', 'metadata': {}, 'value': 0, 'displayValue': '0', 'displayType': 'Number'}","{'rank': None, 'percentile': None, 'displayName': 'Headshots/Round', 'displayCategory': 'Combat', 'category': 'combat', 'metadata': {}, 'value': 0.0, 'displayValue': '0.0', 'displayType': 'NumberPrecision1'}","{'rank': None, 'percentile': None, 'displayName': 'Headshots/Match', 'displayCategory': 'Combat', 'category': 'combat', 'metadata': {}, 'value': 0.0, 'displayValue': '0.0', 'displayType': 'NumberPrecision1'}","{'rank': None, 'percentile': None, 'displayName': 'Headshot%', 'displayCategory': 'Combat', 'category': 'combat', 'metadata': {}, 'value': 0.0, 'displayValue': '0.0%', 'displayType': 'NumberPercentage'}","{'rank': None, 'percentile': None, 'displayName': 'Damage', 'displayCategory': 'Combat', 'category': 'combat', 'metadata': {}, 'value': 750, 'displayValue': '750', 'displayType': 'Number'}","{'rank': None, 'percentile': None, 'displayName': 'Damage/Match', 'displayCategory': 'Combat', 'category': 'combat', 'metadata': {}, 'value': 187.5, 'displayValue': '187.5', 'displayType': 'NumberPrecision1'}","{'rank': None, 'percentile': None, 'displayName': 'Damage/Round', 'displayCategory': 'Combat', 'category': 'combat', 'metadata': {}, 'value': 150.0, 'displayValue': '150.0', 'displayType': 'NumberPrecision1'}","{'rank': None, 'percentile': None, 'displayName': 'Damaged Received', 'displayCategory': 'Combat', 'category': 'combat', 'metadata': {}, 'value': 150, 'displayValue': '150', 'displayType': 'Number'}","{'rank': None, 'percentile': None, 'displayName': 'First Bloods', 'displayCategory': 'Combat', 'category': 'combat', 'metadata': {}, 'value': 0, 'displayValue': '0', 'displayType': 'Number'}","{'rank': None, 'percentile': None, 'displayName': 'First Bloods/Match', 'displayCategory': 'Combat', 'category': 'combat', 'metadata': {}, 'value': 0.0, 'displayValue': '0.0', 'displayType': 'NumberPrecision1'}","{'rank': None, 'percentile': None, 'displayName': 'Dealt Headshots', 'displayCategory': 'Combat', 'category': 'combat', 'metadata': {}, 'value': 0, 'displayValue': '0', 'displayType': 'Number'}","{'rank': None, 'percentile': None, 'displayName': 'Dealt Bodyshots', 'displayCategory': 'Combat', 'category': 'combat', 'metadata': {}, 'value': 6, 'displayValue': '6', 'displayType': 'Number'}","{'rank': None, 'percentile': None, 'displayName': 'Dealt Legshots', 'displayCategory': 'Combat', 'category': 'combat', 'metadata': {}, 'value': 0, 'displayValue': '0', 'displayType': 'Number'}","{'rank': None, 'percentile': None, 'displayName': 'Received Headshots', 'displayCategory': 'Combat', 'category': 'combat', 'metadata': {}, 'value': 1, 'displayValue': '1', 'displayType': 'Number'}","{'rank': None, 'percentile': None, 'displayName': 'Received Bodyshots', 'displayCategory': 'Combat', 'category': 'combat', 'metadata': {}, 'value': 1, 'displayValue': '1', 'displayType': 'Number'}","{'rank': None, 'percentile': None, 'displayName': 'Received Legshots', 'displayCategory': 'Combat', 'category': 'combat', 'metadata': {}, 'value': 0, 'displayValue': '0', 'displayType': 'Number'}","{'rank': None, 'percentile': None, 'displayName': 'Most Kills (Match)', 'displayCategory': 'Combat', 'category': 'combat', 'metadata': {}, 'value': 2, 'displayValue': '2', 'displayType': 'Number'}","{'rank': None, 'percentile': None, 'displayName': 'Most Kills (Round)', 'displayCategory': 'Combat', 'category': 'combat', 'metadata': {}, 'value': 1, 'displayValue': '1', 'displayType': 'Number'}","{'rank': None, 'percentile': None, 'displayName': 'Kill Distance', 'displayCategory': 'Combat', 'category': 'combat', 'metadata': {}, 'value': 537, 'displayValue': '537', 'displayType': 'Number'}","{'rank': None, 'percentile': None, 'displayName': 'Avg. Kill Distance', 'displayCategory': 'Combat', 'category': 'combat', 'metadata': {}, 'value': 107.4, 'displayValue': '107', 'displayType': 'Number'}","{'rank': None, 'percentile': None, 'displayName': 'Longest Kill Distance', 'displayCategory': 'Combat', 'category': 'combat', 'metadata': {}, 'value': 200, 'displayValue': '200', 'displayType': 'Number'}"
