,platformSlug,platformUserIdentifier,modeKey,modeName,modeImageUrl,modeMaxRounds,isAvailable,timestamp,result,map,mapName,mapImageUrl,expiryDate,segment_type,platformUserHandle,hasWon,agent,agentName,agentColor,agentImageUrl,stat,rank,percentile,displayName,displayCategory,category,metadata,value,displayValue,displayType
0,riot,RayzenSama#6999,bomb,Competitive,https://trackercdn.com/cdn/tracker.gg/valorant/icons/modes/normal.png,25,True,2022-09-24T16:17:53.362+00:00,victory,7eaecc1b-4337-bbf6-6ab9-04b8f06b3319,Ascent,https://trackercdn.com/cdn/tracker.gg/valorant/db/maps/ascent.jpg,0001-01-01T00:00:00+00:00,overview,RayzenSama#6999,True,a3bfb853-43b2-7238-a4f1-ad90e9e46bcc,Reyna,#f650d3,https://titles.trackercdn.com/valorant-api/agents/a3bfb853-43b2-7238-a4f1-ad90e9e46bcc/displayicon.png,playtime,,,Playtime,Combat,combat,{},2263.0,37m 43s,TimeSeconds
1,riot,RayzenSama#6999,bomb,Competitive,https://trackercdn.com/cdn/tracker.gg/valorant/icons/modes/normal.png,25,True,2022-09-24T16:17:53.362+00:00,victory,7eaecc1b-4337-bbf6-6ab9-04b8f06b3319,Ascent,https://trackercdn.com/cdn/tracker.gg/valorant/db/maps/ascent.jpg,0001-01-01T00:00:00+00:00,overview,RayzenSama#6999,True,a3bfb853-43b2-7238-a4f1-ad90e9e46bcc,Reyna,#f650d3,https://titles.trackercdn.com/valorant-api/agents/a3bfb853-43b2-7238-a4f1-ad90e9e46bcc/displayicon.png,roundsPlayed,,,rounds_played,Combat,combat,{},23.0,23,Number
2,riot,RayzenSama#6999,bomb,Competitive,https://trackercdn.com/cdn/tracker.gg/valorant/icons/modes/normal.png,25,True,2022-09-24T16:17:53.362+00:00,victory,7eaecc1b-4337-bbf6-6ab9-04b8f06b3319,Ascent,https://trackercdn.com/cdn/tracker.gg/valorant/db/maps/ascent.jpg,0001-01-01T00:00:00+00:00,overview,RayzenSama#6999,True,a3bfb853-43b2-7238-a4f1-ad90e9e46bcc,Reyna,#f650d3,https://titles.trackercdn.com/valorant-api/agents/a3bfb853-43b2-7238-a4f1-ad90e9e46bcc/displayicon.png,roundsWon,,,Rounds Won,Combat,combat,{},13.0,13,Number
3,riot,RayzenSama#6999,bomb,Competitive,https://trackercdn.com/cdn/tracker.gg/valorant/icons/modes/normal.png,25,True,2022-09-24T16:17:53.362+00:00,victory,7eaecc1b-4337-bbf6-6ab9-04b8f06b3319,Ascent,https://trackercdn.com/cdn/tracker.gg/valorant/db/maps/ascent.jpg,0001-01-01T00:00:00+00:00,overview,RayzenSama#6999,True,a3bfb853-43b2-7238-a4f1-ad90e9e46bcc,Reyna,#f650d3,https://titles.trackercdn.com/valorant-api/agents/a3bfb853-43b2-7238-a4f1-ad90e9e46bcc/displayicon.png,roundsLost,,,Rounds Lost,Combat,combat,{},10.0,10,Number
4,riot,RayzenSama#6999,bomb,Competitive,https://trackercdn.com/cdn/tracker.gg/valorant/icons/modes/normal.png,25,True,2022-09-24T16:17:53.362+00:00,victory,7eaecc1b-4337-bbf6-6ab9-04b8f06b3319,Ascent,https://trackercdn.com/cdn/tracker.gg/valorant/db/maps/ascent.jpg,0001-01-01T00:00:00+00:00,overview,RayzenSama#6999,True,a3bfb853-43b2-7238-a4f1-ad90e9e46bcc,Reyna,#f650d3,https://titles.trackercdn.com/valorant-api/agents/a3bfb853-43b2-7238-a4f1-ad90e9e46bcc/displayicon.png,placement,,,placement,Combat,combat,{},9.0,9,Number
5,riot,RayzenSama#6999,bomb,Competitive,https://trackercdn.com/cdn/tracker.gg/valorant/icons/modes/normal.png,25,True,2022-09-24T16:17:53.362+00:00,victory,7eaecc1b-4337-bbf6-6ab9-04b8f06b3319,Ascent,https://trackercdn.com/cdn/tracker.gg/valorant/db/maps/ascent.jpg,0001-01-01T00:00:00+00:00,overview,RayzenSama#6999,True,a3bfb853-43b2-7238-a4f1-ad90e9e46bcc,Reyna,#f650d3,https://titles.trackercdn.com/valorant-api/agents/a3bfb853-43b2-7238-a4f1-ad90e9e46bcc/displayicon.png,score,,,Score,Combat,combat,{},2958.0,"2,958",Number
6,riot,RayzenSama#6999,bomb,Competitive,https://trackercdn.com/cdn/tracker.gg/valorant/icons/modes/normal.png,25,True,2022-09-24T16:17:53.362+00:00,victory,7eaecc1b-4337-bbf6-6ab9-04b8f06b3319,Ascent,https://trackercdn.com/cdn/tracker.gg/valorant/db/maps/ascent.jpg,0001-01-01T00:00:00+00:00,overview,RayzenSama#6999,True,a3bfb853-43b2-7238-a4f1-ad90e9e46bcc,Reyna,#f650d3,https://titles.trackercdn.com/valorant-api/agents/a3bfb853-43b2-7238-a4f1-ad90e9e46bcc/displayicon.png,kills,,,Kills,Combat,combat,{},9.0,9,Number
7,riot,RayzenSama#6999,bomb,Competitive,https://trackercdn.com/cdn/tracker.gg/valorant/icons/modes/normal.png,25,True,2022-09-24T16:17:53.362+00:00,victory,7eaecc1b-4337-bbf6-6ab9-04b8f06b3319,Ascent,https://trackercdn.com/cdn/tracker.gg/valorant/db/maps/ascent.jpg,0001-01-01T00:00:00+00:00,overview,RayzenSama#6999,True,a3bfb853-43b2-7238-a4f1-ad90e9e46bcc,Reyna,#f650d3,https://titles.trackercdn.com/valorant-api/agents/a3bfb853-43b2-7238-a4f1-ad90e9e46bcc/displayicon.png,deaths,,,Deaths,Combat,combat,{},16.0,16,Number
8,riot,RayzenSama#6999,bomb,Competitive,https://trackercdn.com/cdn/tracker.gg/valorant/icons/modes/normal.png,25,True,2022-09-24T16:17:53.362+00:00,victory,7eaecc1b-4337-bbf6-6ab9-04b8f06b3319,Ascent,https://trackercdn.com/cdn/tracker.gg/valorant/db/maps/ascent.jpg,0001-01-01T00:00:00+00:00,overview,RayzenSama#6999,True,a3bfb853-43b2-7238-a4f1-ad90e9e46bcc,Reyna,#f650d3,https://titles.trackercdn.com/valorant-api/agents/a3bfb853-43b2-7238-a4f1-ad90e9e46bcc/displayicon.png,assists,,,Assists,Combat,combat,{},6.0,6,Number
9,riot,RayzenSama#6999,bomb,Competitive,https://trackercdn.com/cdn/tracker.gg/valorant/icons/modes/normal.png,25,True,2022-09-24T16:17:53.362+00:00,victory,7eaecc1b-4337-bbf6-6ab9-04b8f06b3319,Ascent,https://trackercdn.com/cdn/tracker.gg/valorant/db/maps/ascent.jpg,0001-01-01T00:00:00+00:00,overview,RayzenSama#6999,True,a3bfb853-43b2-7238-a4f1-ad90e9e46bcc,Reyna,#f650d3,https://titles.trackercdn.com/valorant-api/agents/a3bfb853-43b2-7238-a4f1-ad90e9e46bcc/displayicon.png,damage,,,damage,Combat,combat,{},1997.0,"1,997",Number
10,riot,RayzenSama#6999,bomb,Competitive,https://trackercdn.com/cdn/tracker.gg/valorant/icons/modes/normal.png,25,True,2022-09-24T16:17:53.362+00:00,victory,7eaecc1b-4337-bbf6-6ab9-04b8f06b3319,Ascent,https://trackercdn.com/cdn/tracker.gg/valorant/db/maps/ascent.jpg,0001-01-01T00:00:00+00:00,overview,RayzenSama#6999,True,a3bfb853-43b2-7238-a4f1-ad90e9e46bcc,Reyna,#f650d3,https://titles.trackercdn.com/valorant-api/agents/a3bfb853-43b2-7238-a4f1-ad90e9e46bcc/displayicon.png,damageReceived,,,Damaged Received,Combat,combat,{},2756.0,"2,756",Number
11,riot,RayzenSama#6999,bomb,Competitive,https://trackercdn.com/cdn/tracker.gg/valorant/icons/modes/normal.png,25,True,2022-09-24T16:17:53.362+00:00,victory,7eaecc1b-4337-bbf6-6ab9-04b8f06b3319,Ascent,https://trackercdn.com/cdn/tracker.gg/valorant/db/maps/ascent.jpg,0001-01-01T00:00:00+00:00,overview,RayzenSama#6999,True,a3bfb853-43b2-7238-a4f1-ad90e9e46bcc,Reyna,#f650d3,https://titles.trackercdn.com/valorant-api/agents/a3bfb853-43b2-7238-a4f1-ad90e9e46bcc/displayicon.png,headshots,,,Headshots,Combat,combat,{},5.0,5,Number
12,riot,RayzenSama#6999,bomb,Competitive,https://trackercdn.com/cdn/tracker.gg/valorant/icons/modes/normal.png,25,True,2022-09-24T16:17:53.362+00:00,victory,7eaecc1b-4337-bbf6-6ab9-04b8f06b3319,Ascent,https://trackercdn.com/cdn/tracker.gg/valorant/db/maps/ascent.jpg,0001-01-01T00:00:00+00:00,overview,RayzenSama#6999,True,a3bfb853-43b2-7238-a4f1-ad90e9e46bcc,Reyna,#f650d3,https://titles.trackercdn.com/valorant-api/agents/a3bfb853-43b2-7238-a4f1-ad90e9e46bcc/displayicon.png,grenadeCasts,,,kills,Combat,combat,{},23.0,23,Number
13,riot,RayzenSama#6999,bomb,Competitive,https://trackercdn.com/cdn/tracker.gg/valorant/icons/modes/normal.png,25,True,2022-09-24T16:17:53.362+00:00,victory,7eaecc1b-4337-bbf6-6ab9-04b8f06b3319,Ascent,https://trackercdn.com/cdn/tracker.gg/valorant/db/maps/ascent.jpg,0001-01-01T00:00:00+00:00,overview,RayzenSama#6999,True,a3bfb853-43b2-7238-a4f1-ad90e9e46bcc,Reyna,#f650d3,https://titles.trackercdn.com/valorant-api/agents/a3bfb853-43b2-7238-a4f1-ad90e9e46bcc/displayicon.png,ability1Casts,,,kills,Combat,combat,{},12.0,12,Number
14,riot,RayzenSama#6999,bomb,Competitive,https://trackercdn.com/cdn/tracker.gg/valorant/icons/modes/normal.png,25,True,2022-09-24T16:17:53.362+00:00,victory,7eaecc1b-4337-bbf6-6ab9-04b8f06b3319,Ascent,https://trackercdn.com/cdn/tracker.gg/valorant/db/maps/ascent.jpg,0001-01-01T00:00:00+00:00,overview,RayzenSama#6999,True,a3bfb853-43b2-7238-a4f1-ad90e9e46bcc,Reyna,#f650d3,https://titles.trackercdn.com/valorant-api/agents/a3bfb853-43b2-7238-a4f1-ad90e9e46bcc/displayicon.png,ability2Casts,,,kills,Combat,combat,{},4.0,4,Number
15,riot,RayzenSama#6999,bomb,Competitive,https://trackercdn.com/cdn/tracker.gg/valorant/icons/modes/normal.png,25,True,2022-09-24T16:17:53.362+00:00,victory,7eaecc1b-4337-bbf6-6ab9-04b8f06b3319,Ascent,https://trackercdn.com/cdn/tracker.gg/valorant/db/maps/ascent.jpg,0001-01-01T00:00:00+00:00,overview,RayzenSama#6999,True,a3bfb853-43b2-7238-a4f1-ad90e9e46bcc,Reyna,#f650d3,https://titles.trackercdn.com/valorant-api/agents/a3bfb853-43b2-7238-a4f1-ad90e9e46bcc/displayicon.png,ultimateCasts,,,Ultimate Casts,Combat,combat,{},3.0,3,Number
16,riot,RayzenSama#6999,bomb,Competitive,https://trackercdn.com/cdn/tracker.gg/valorant/icons/modes/normal.png,25,True,2022-09-24T16:17:53.362+00:00,victory,7eaecc1b-4337-bbf6-6ab9-04b8f06b3319,Ascent,https://trackercdn.com/cdn/tracker.gg/valorant/db/maps/ascent.jpg,0001-01-01T00:00:00+00:00,overview,RayzenSama#6999,True,a3bfb853-43b2-7238-a4f1-ad90e9e46bcc,Reyna,#f650d3,https://titles.trackercdn.com/valorant-api/agents/a3bfb853-43b2-7238-a4f1-ad90e9e46bcc/displayicon.png,dealtHeadshots,,,Dealt Headshots,Combat,combat,{},9.0,9,Number
17,riot,RayzenSama#6999,bomb,Competitive,https://trackercdn.com/cdn/tracker.gg/valorant/icons/modes/normal.png,25,True,2022-09-24T16:17:53.362+00:00,victory,7eaecc1b-4337-bbf6-6ab9-04b8f06b3319,Ascent,https://trackercdn.com/cdn/tracker.gg/valorant/db/maps/ascent.jpg,0001-01-01T00:00:00+00:00,overview,RayzenSama#6999,True,a3bfb853-43b2-7238-a4f1-ad90e9e46bcc,Reyna,#f650d3,https://titles.trackercdn.com/valorant-api/agents/a3bfb853-43b2-7238-a4f1-ad90e9e46bcc/displayicon.png,dealtBodyshots,,,Dealt Bodyshots,Combat,combat,{},57.0,57,Number
18,riot,RayzenSama#6999,bomb,Competitive,https://trackercdn.com/cdn/tracker.gg/valorant/icons/modes/normal.png,25,True,2022-09-24T16:17:53.362+00:00,victory,7eaecc1b-4337-bbf6-6ab9-04b8f06b3319,Ascent,https://trackercdn.com/cdn/tracker.gg/valorant/db/maps/ascent.jpg,0001-01-01T00:00:00+00:00,overview,RayzenSama#6999,True,a3bfb853-43b2-7238-a4f1-ad90e9e46bcc,Reyna,#f650d3,https://titles.trackercdn.com/valorant-api/agents/a3bfb853-43b2-7238-a4f1-ad90e9e46bcc/displayicon.png,dealtLegshots,,,Dealt Legshots,Combat,combat,{},15.0,15,Number
19,riot,RayzenSama#6999,bomb,Competitive,https://trackercdn.com/cdn/tracker.gg/valorant/icons/modes/normal.png,25,True,2022-09-24T16:17:53.362+00:00,victory,7eaecc1b-4337-bbf6-6ab9-04b8f06b3319,Ascent,https://trackercdn.com/cdn/tracker.gg/valorant/db/maps/ascent.jpg,0001-01-01T00:00:00+00:00,overview,RayzenSama#6999,True,a3bfb853-43b2-7238-a4f1-ad90e9e46bcc,Reyna,#f650d3,https://titles.trackercdn.com/valorant-api/agents/a3bfb853-43b2-7238-a4f1-ad90e9e46bcc/displayicon.png,recievedHeadshots,,,Recieved Headshots,Combat,combat,{},9.0,9,Number
20,riot,RayzenSama#6999,bomb,Competitive,https://trackercdn.com/cdn/tracker.gg/valorant/icons/modes/normal.png,25,True,2022-09-24T16:17:53.362+00:00,victory,7eaecc1b-4337-bbf6-6ab9-04b8f06b3319,Ascent,https://trackercdn.com/cdn/tracker.gg/valorant/db/maps/ascent.jpg,0001-01-01T00:00:00+00:00,overview,RayzenSama#6999,True,a3bfb853-43b2-7238-a4f1-ad90e9e46bcc,Reyna,#f650d3,https://titles.trackercdn.com/valorant-api/agents/a3bfb853-43b2-7238-a4f1-ad90e9e46bcc/displayicon.png,recievedBodyshots,,,Recieved Bodyshots,Combat,combat,{},46.0,46,Number
21,riot,RayzenSama#6999,bomb,Competitive,https://trackercdn.com/cdn/tracker.gg/valorant/icons/modes/normal.png,25,True,2022-09-24T16:17:53.362+00:00,victory,7eaecc1b-4337-bbf6-6ab9-04b8f06b3319,Ascent,https://trackercdn.com/cdn/tracker.gg/valorant/db/maps/ascent.jpg,0001-01-01T00:00:00+00:00,overview,RayzenSama#6999,True,a3bfb853-43b2-7238-a4f1-ad90e9e46bcc,Reyna,#f650d3,https://titles.trackercdn.com/valorant-api/agents/a3bfb853-43b2-7238-a4f1-ad90e9e46bcc/displayicon.png,recievedLegshots,,,Dealt Legshots,Combat,combat,{},5.0,5,Number
22,riot,RayzenSama#6999,bomb,Competitive,https://trackercdn.com/cdn/tracker.gg/valorant/icons/modes/normal.png,25,True,2022-09-24T16:17:53.362+00:00,victory,7eaecc1b-4337-bbf6-6ab9-04b8f06b3319,Ascent,https://trackercdn.com/cdn/tracker.gg/valorant/db/maps/ascent.jpg,0001-01-01T00:00:00+00:00,overview,RayzenSama#6999,True,a3bfb853-43b2-7238-a4f1-ad90e9e46bcc,Reyna,#f650d3,https://titles.trackercdn.com/valorant-api/agents/a3bfb853-43b2-7238-a4f1-ad90e9e46bcc/displayicon.png,econRating,,,Econ Rating,Combat,combat,{},40.0,40,Number
23,riot,RayzenSama#6999,bomb,Competitive,https://trackercdn.com/cdn/tracker.gg/valorant/icons/modes/normal.png,25,True,2022-09-24T16:17:53.362+00:00,victory,7eaecc1b-4337-bbf6-6ab9-04b8f06b3319,Ascent,https://trackercdn.com/cdn/tracker.gg/valorant/db/maps/ascent.jpg,0001-01-01T00:00:00+00:00,overview,RayzenSama#6999,True,a3bfb853-43b2-7238-a4f1-ad90e9e46bcc,Reyna,#f650d3,https://titles.trackercdn.com/valorant-api/agents/a3bfb853-43b2-7238-a4f1-ad90e9e46bcc/displayicon.png,suicides,,,Suicides,Combat,combat,{},0.0,0,Number
24,riot,RayzenSama#6999,bomb,Competitive,https://trackercdn.com/cdn/tracker.gg/valorant/icons/modes/normal.png,25,True,2022-09-24T16:17:53.362+00:00,victory,7eaecc1b-4337-bbf6-6ab9-04b8f06b3319,Ascent,https://trackercdn.com/cdn/tracker.gg/valorant/db/maps/ascent.jpg,0001-01-01T00:00:00+00:00,overview,RayzenSama#6999,True,a3bfb853-43b2-7238-a4f1-ad90e9e46bcc,Reyna,#f650d3,https://titles.trackercdn.com/valorant-api/agents/a3bfb853-43b2-7238-a4f1-ad90e9e46bcc/displayicon.png,firstBloods,,,First Bloods,Combat,combat,{},2.0,2,Number
25,riot,RayzenSama#6999,bomb,Competitive,https://trackercdn.com/cdn/tracker.gg/valorant/icons/modes/normal.png,25,True,2022-09-24T16:17:53.362+00:00,victory,7eaecc1b-4337-bbf6-6ab9-04b8f06b3319,Ascent,https://trackercdn.com/cdn/tracker.gg/valorant/db/maps/ascent.jpg,0001-01-01T00:00:00+00:00,overview,RayzenSama#6999,True,a3bfb853-43b2-7238-a4f1-ad90e9e46bcc,Reyna,#f650d3,https://titles.trackercdn.com/valorant-api/agents/a3bfb853-43b2-7238-a4f1-ad90e9e46bcc/displayicon.png,firstDeaths,,,First Deaths,Combat,combat,{},8.0,8,Number
26,riot,RayzenSama#6999,bomb,Competitive,https://trackercdn.com/cdn/tracker.gg/valorant/icons/modes/normal.png,25,True,2022-09-24T16:17:53.362+00:00,victory,7eaecc1b-4337-bbf6-6ab9-04b8f06b3319,Ascent,https://trackercdn.com/cdn/tracker.gg/valorant/db/maps/ascent.jpg,0001-01-01T00:00:00+00:00,overview,RayzenSama#6999,True,a3bfb853-43b2-7238-a4f1-ad90e9e46bcc,Reyna,#f650d3,https://titles.trackercdn.com/valorant-api/agents/a3bfb853-43b2-7238-a4f1-ad90e9e46bcc/displayicon.png,lastDeaths,,,Last Deaths,Combat,combat,{},4.0,4,Number
27,riot,RayzenSama#6999,bomb,Competitive,https://trackercdn.com/cdn/tracker.gg/valorant/icons/modes/normal.png,25,True,2022-09-24T16:17:53.362+00:00,victory,7eaecc1b-4337-bbf6-6ab9-04b8f06b3319,Ascent,https://trackercdn.com/cdn/tracker.gg/valorant/db/maps/ascent.jpg,0001-01-01T00:00:00+00:00,overview,RayzenSama#6999,True,a3bfb853-43b2-7238-a4f1-ad90e9e46bcc,Reyna,#f650d3,https://titles.trackercdn.com/valorant-api/agents/a3bfb853-43b2-7238-a4f1-ad90e9e46bcc/displayicon.png,survived,,,Survived,Combat,combat,{},5.0,5,Number
28,riot,RayzenSama#6999,bomb,Competitive,https://trackercdn.com/cdn/tracker.gg/valorant/icons/modes/normal.png,25,True,2022-09-24T16:17:53.362+00:00,victory,7eaecc1b-4337-bbf6-6ab9-04b8f06b3319,Ascent,https://trackercdn.com/cdn/tracker.gg/valorant/db/maps/ascent.jpg,0001-01-01T00:00:00+00:00,overview,RayzenSama#6999,True,a3bfb853-43b2-7238-a4f1-ad90e9e46bcc,Reyna,#f650d3,https://titles.trackercdn.com/valorant-api/agents/a3bfb853-43b2-7238-a4f1-ad90e9e46bcc/displayicon.png,traded,,,Traded,Combat,combat,{},2.0,2,Number
29,riot,RayzenSama#6999,bomb,Competitive,https://trackercdn.com/cdn/tracker.gg/valorant/icons/modes/normal.png,25,True,2022-09-24T16:17:53.362+00:00,victory,7eaecc1b-4337-bbf6-6ab9-04b8f06b3319,Ascent,https://trackercdn.com/cdn/tracker.gg/valorant/db/maps/ascent.jpg,0001-01-01T00:00:00+00:00,overview,RayzenSama#6999,True,a3bfb853-43b2-7238-a4f1-ad90e9e46bcc,Reyna,#f650d3,https://titles.trackercdn.com/valorant-api/agents/a3bfb853-43b2-7238-a4f1-ad90e9e46bcc/displayicon.png,kAST,,,KAST,Combat,combat,{},65.0,65.0%,NumberPercentage
30,riot,RayzenSama#6999,bomb,Competitive,https://trackercdn.com/cdn/tracker.gg/valorant/icons/modes/normal.png,25,True,2022-09-24T16:17:53.362+00:00,victory,7eaecc1b-4337-bbf6-6ab9-04b8f06b3319,Ascent,https://trackercdn.com/cdn/tracker.gg/valorant/db/maps/ascent.jpg,0001-01-01T00:00:00+00:00,overview,RayzenSama#6999,True,a3bfb853-43b2-7238-a4f1-ad90e9e46bcc,Reyna,#f650d3,https://titles.trackercdn.com/valorant-api/agents/a3bfb853-43b2-7238-a4f1-ad90e9e46bcc/displayicon.png,flawless,,,Flawless,Combat,combat,{},2.0,2,Number
31,riot,RayzenSama#6999,bomb,Competitive,https://trackercdn.com/cdn/tracker.gg/valorant/icons/modes/normal.png,25,True,2022-09-24T16:17:53.362+00:00,victory,7eaecc1b-4337-bbf6-6ab9-04b8f06b3319,Ascent,https://trackercdn.com/cdn/tracker.gg/valorant/db/maps/ascent.jpg,0001-01-01T00:00:00+00:00,overview,RayzenSama#6999,True,a3bfb853-43b2-7238-a4f1-ad90e9e46bcc,Reyna,#f650d3,https://titles.trackercdn.com/valorant-api/agents/a3bfb853-43b2-7238-a4f1-ad90e9e46bcc/displayicon.png,thrifty,,,Thrifty,Combat,combat,{},,,Number
32,riot,RayzenSama#6999,bomb,Competitive,https://trackercdn.com/cdn/tracker.gg/valorant/icons/modes/normal.png,25,True,2022-09-24T16:17:53.362+00:00,victory,7eaecc1b-4337-bbf6-6ab9-04b8f06b3319,Ascent,https://trackercdn.com/cdn/tracker.gg/valorant/db/maps/ascent.jpg,0001-01-01T00:00:00+00:00,overview,RayzenSama#6999,True,a3bfb853-43b2-7238-a4f1-ad90e9e46bcc,Reyna,#f650d3,https://titles.trackercdn.com/valorant-api/agents/a3bfb853-43b2-7238-a4f1-ad90e9e46bcc/displayicon.png,aces,,,Aces,Combat,combat,{},0.0,0,Number
33,riot,RayzenSama#6999,bomb,Competitive,https://trackercdn.com/cdn/tracker.gg/valorant/icons/modes/normal.png,25,True,2022-09-24T16:17:53.362+00:00,victory,7eaecc1b-4337-bbf6-6ab9-04b8f06b3319,Ascent,https://trackercdn.com/cdn/tracker.gg/valorant/db/maps/ascent.jpg,0001-01-01T00:00:00+00:00,overview,RayzenSama#6999,True,a3bfb853-43b2-7238-a4f1-ad90e9e46bcc,Reyna,#f650d3,https://titles.trackercdn.com/valorant-api/agents/a3bfb853-43b2-7238-a4f1-ad90e9e46bcc/displayicon.png,teamAces,,,Team Aces,Combat,combat,{},0.0,0,Number
34,riot,RayzenSama#6999,bomb,Competitive,https://trackercdn.com/cdn/tracker.gg/valorant/icons/modes/normal.png,25,True,2022-09-24T16:17:53.362+00:00,victory,7eaecc1b-4337-bbf6-6ab9-04b8f06b3319,Ascent,https://trackercdn.com/cdn/tracker.gg/valorant/db/maps/ascent.jpg,0001-01-01T00:00:00+00:00,overview,RayzenSama#6999,True,a3bfb853-43b2-7238-a4f1-ad90e9e46bcc,Reyna,#f650d3,https://titles.trackercdn.com/valorant-api/agents/a3bfb853-43b2-7238-a4f1-ad90e9e46bcc/displayicon.png,clutches,,,Clutches,Combat,combat,{},2.0,2,Number
35,riot,RayzenSama#6999,bomb,Competitive,https://trackercdn.com/cdn/tracker.gg/valorant/icons/modes/normal.png,25,True,2022-09-24T16:17:53.362+00:00,victory,7eaecc1b-4337-bbf6-6ab9-04b8f06b3319,Ascent,https://trackercdn.com/cdn/tracker.gg/valorant/db/maps/ascent.jpg,0001-01-01T00:00:00+00:00,overview,RayzenSama#6999,True,a3bfb853-43b2-7238-a4f1-ad90e9e46bcc,Reyna,#f650d3,https://titles.trackercdn.com/valorant-api/agents/a3bfb853-43b2-7238-a4f1-ad90e9e46bcc/displayicon.png,clutchesLost,,,Clutches Lost,Combat,combat,{},4.0,4,Number
36,riot,RayzenSama#6999,bomb,Competitive,https://trackercdn.com/cdn/tracker.gg/valorant/icons/modes/normal.png,25,True,2022-09-24T16:17:53.362+00:00,victory,7eaecc1b-4337-bbf6-6ab9-04b8f06b3319,Ascent,https://trackercdn.com/cdn/tracker.gg/valorant/db/maps/ascent.jpg,0001-01-01T00:00:00+00:00,overview,RayzenSama#6999,True,a3bfb853-43b2-7238-a4f1-ad90e9e46bcc,Reyna,#f650d3,https://titles.trackercdn.com/valorant-api/agents/a3bfb853-43b2-7238-a4f1-ad90e9e46bcc/displayicon.png,clutches1v1,,,Clutches 1v1,Combat,combat,{},,,Number
37,riot,RayzenSama#6999,bomb,Competitive,https://trackercdn.com/cdn/tracker.gg/valorant/icons/modes/normal.png,25,True,2022-09-24T16:17:53.362+00:00,victory,7eaecc1b-4337-bbf6-6ab9-04b8f06b3319,Ascent,https://trackercdn.com/cdn/tracker.gg/valorant/db/maps/ascent.jpg,0001-01-01T00:00:00+00:00,overview,RayzenSama#6999,True,a3bfb853-43b2-7238-a4f1-ad90e9e46bcc,Reyna,#f650d3,https://titles.trackercdn.com/valorant-api/agents/a3bfb853-43b2-7238-a4f1-ad90e9e46bcc/displayicon.png,clutches1v2,,,Clutches 1v2,Combat,combat,{},,,Number
38,riot,RayzenSama#6999,bomb,Competitive,https://trackercdn.com/cdn/tracker.gg/valorant/icons/modes/normal.png,25,True,2022-09-24T16:17:53.362+00:00,victory,7eaecc1b-4337-bbf6-6ab9-04b8f06b3319,Ascent,https://trackercdn.com/cdn/tracker.gg/valorant/db/maps/ascent.jpg,0001-01-01T00:00:00+00:00,overview,RayzenSama#6999,True,a3bfb853-43b2-7238-a4f1-ad90e9e46bcc,Reyna,#f650d3,https://titles.trackercdn.com/valorant-api/agents/a3bfb853-43b2-7238-a4f1-ad90e9e46bcc/displayicon.png,clutches1v3,,,Clutches 1v3,Combat,combat,{},,,Number
39,riot,RayzenSama#6999,bomb,Competitive,https://trackercdn.com/cdn/tracker.gg/valorant/icons/modes/normal.png,25,True,2022-09-24T16:17:53.362+00:00,victory,7eaecc1b-4337-bbf6-6ab9-04b8f06b3319,Ascent,https://trackercdn.com/cdn/tracker.gg/valorant/db/maps/ascent.jpg,0001-01-01T00:00:00+00:00,overview,RayzenSama#6999,True,a3bfb853-43b2-7238-a4f1-ad90e9e46bcc,Reyna,#f650d3,https://titles.trackercdn.com/valorant-api/agents/a3bfb853-43b2-7238-a4f1-ad90e9e46bcc/displayicon.png,clutches1v4,,,Clutches 1v4,Combat,combat,{},,,Number
40,riot,RayzenSama#6999,bomb,Competitive,https://trackercdn.com/cdn/tracker.gg/valorant/icons/modes/normal.png,25,True,2022-09-24T16:17:53.362+00:00,victory,7eaecc1b-4337-bbf6-6ab9-04b8f06b3319,Ascent,https://trackercdn.com/cdn/tracker.gg/valorant/db/maps/ascent.jpg,0001-01-01T00:00:00+00:00,overview,RayzenSama#6999,True,a3bfb853-43b2-7238-a4f1-ad90e9e46bcc,Reyna,#f650d3,https://titles.trackercdn.com/valorant-api/agents/a3bfb853-43b2-7238-a4f1-ad90e9e46bcc/displayicon.png,clutches1v5,,,Clutches 1v5,Combat,combat,{},,,Number
41,riot,RayzenSama#6999,bomb,Competitive,https://trackercdn.com/cdn/tracker.gg/valorant/icons/modes/normal.png,25,True,2022-09-24T16:17:53.362+00:00,victory,7eaecc1b-4337-bbf6-6ab9-04b8f06b3319,Ascent,https://trackercdn.com/cdn/tracker.gg/valorant/db/maps/ascent.jpg,0001-01-01T00:00:00+00:00,overview,RayzenSama#6999,True,a3bfb853-43b2-7238-a4f1-ad90e9e46bcc,Reyna,#f650d3,https://titles.trackercdn.com/valorant-api/agents/a3bfb853-43b2-7238-a4f1-ad90e9e46bcc/displayicon.png,clutchesLost1v1,,,Clutches Lost 1v1,Combat,combat,{},1.0,1,Number
